 ['forest  feature  index'] , ['forest  rank'] , ['forest  word'] , ['SGD  feature  index'] , ['SGD  rank'] , ['SGD  word'] , ['logistic  feature  index'] , ['logistic  rank'] , ['logistic  word'] 
2323,0.0072835308806713812,signed,550,5.0985589640530602,complete,2305,0.29582805489813935,shares
634,0.0071430339782051992,create,260,5.0754321631663553,attract,2509,0.29193898711206839,thanks
2063,0.0069068326404356922,receive,842,5.0720237955539975,employees,1752,0.29098156793071889,owner
1995,0.0068472691161910347,purchase,612,5.0566200552237603,corporate,1186,0.28995459539949364,house
2254,0.0068398650903594939,secured,1342,4.9921183460614582,larger,1921,0.28965457278492618, private  mortgage 
500,0.0066715559142159538,college,130,4.9650993907892209,add,994,0.28946605858996505, financial  cents 
2520,0.0066444079478957694,time,131,4.9485392510955295,added,1090,0.28946605858996505, good  financial 
1670,0.0063089770551871833,non,1540,4.8967636307417157,manager,567,0.28699385558579482,condo
2052,0.0062934710276941223,really,805,4.8931597187281959,early,43,0.28496715916946519,2012
1856,0.006188149339291087,plus,494,4.8585098354365872,collateral,1027,0.27598786930989583,foreclosure
587,0.0061604673354842161,consumer,1702,4.8569458293098702,officer,2173,0.2705261823632501,restaurant
1821,0.0060466733060953581, period  time ,1425,4.8567108601723996,loan,1314,0.26998225508698692,just
1433,0.0060247285690738939, loan  bank ,1542,4.8506240149337509,managing,1920,0.26585295363497635,private
1732,0.0058712792661099545,order,2171,4.7506577431345498,responsible,494,0.26448205440330846,collateral
2249,0.0058656324416885824,secondary,2103,4.7079092424377169,related,374,0.26330468290033132,buy
722,0.0056763303254596569,depending,430,4.6909197242965277,cents,971,0.25850826464530013,fees
1620,0.0055714566574981729, mortgage  loan ,1621,4.6739701444491262, mortgage  loans ,2671,0.2562304919470112,wealth
1644,0.0054727784006774801,necessary,995,4.6622563709965634, financial  institution ,2563,0.25504745548072361,trust
103,0.0054534309192827771,according,2655,4.6356544719482287,waiting,1432,0.25113170119090439, loan  balance 
1059,0.005342575834823911,funds,2174,4.6177348334952377,restrictions,2191,0.24910700395109528,reverse
989,0.0052764601019643555,financed,650,4.6037667119538916,creditor,1355,0.24764594319023961,learn
2329,0.005265488822984242,similar,1920,4.5980884876779626,private,1928,0.24757172514080328,proceeds
810,0.0052439582005351518,easier,1681,4.5926119892512309,number,2185,0.24552358233249694,retirement
1569,0.0052313349077070873,means,914,4.5749818941520539,expenses,1609,0.24106966936169577,monthly
1613,0.0051960092643331835,months,332,4.5745623437038416,bond,420,0.23917678578787441,cash
418,0.0049928872544368428,cases,1149,4.5639021424431379,high,1732,0.23757546436395666,order
1800,0.0049802820027284199,payments,1661,4.5608047052974037,new,868,0.23463800049074385,equity
1558,0.0049701256598243797,match,2177,4.4973162353379967,results,1933,0.23139268594240561,procurement
1720,0.0049127675185504979,operating,1699,4.4881547314469126,offering,283,0.23139234438202985,bad
805,0.0048951675741014094,early,1732,4.4551959985430507,order,1179,0.23016732185763294,homes
229,0.0048329123190399706,article,1695,4.4186304775557304,occurs,2174,0.23000680071864357,restrictions
255,0.0047745230927600663,attempting,2248,4.3487030127778201, second  mortgage ,462,0.22995776667993406,choose
1350,0.0047630172868205443,law,2588,4.2888250818250784,underwriting,805,0.22962644132602125,early
313,0.0047348952279828256,benefit,487,4.201250718341826,close,219,0.22818922248344245,areas
1374,0.0047197379094041769,lender,283,4.1924174453465852,bad,917,0.22761572379391334,experience
2119,0.0046818404155728414,remodeling,528,4.14624551960034,commitment,847,0.22595163989020589,end
2406,0.0045896739307333609,steps,1743,4.1347441647383611,outsource,1913,0.22581623056921091, principal  balance 
696,0.0044913411788711673,decreases,1752,4.0857854259163506,owner,58,0.22360025761033644,27
1796,0.0044622595129422786,payment,462,4.0847679577676264,choose,333,0.21672897136663047,bonds
1097,0.004407746719415984,government,891,4.0812294590490223,events,1,0.21631108410083413,000
1117,0.0044020575965642659,guarantee,2368,4.0658999168390491,special,842,0.21593833487276765,employees
2666,0.0043877418887720582,waste,2325,4.0649702994628099,significant,640,0.21333527935236368,credit
1006,0.0043812211693217036,firm,681,4.0468626406751023, debit  card ,2254,0.21305457841188324,secured
112,0.0043740857170455226,accrued,14,4.0247157890514353,12,131,0.21150110096357658,added
1032,0.0043415311059662228,form,668,3.9840326507180097,data,2000,0.21092435256055769, purchase  orders 
192,0.004288491808563573,appliances,2313,3.9821362244668785, short  sale ,336,0.21059358807048528,books
741,0.0042741203077450596,determines,1484,3.968345150144752,loss,2158,0.20886536595790173,reserve
1778,0.0042252790717104312,party,1026,3.9207151310457262,foreclosed,967,0.20767936496332265,fee
2290,0.0041978168116157937,service,1242,3.8748287995201158,industry,1813,0.20664127577382035,percent
1961,0.0041717121136941489,properly,863,3.8645991478983133,entity,130,0.20600857378781223,add
758,0.0041557244366280319,difficulty,198,3.8327165926845659,applies,1955,0.20466351578162748,projects
669,0.0041552605828336382,date,420,3.8039384839817449,cash,1854,0.20375824951967272,plants
2219,0.0041540062269323713,sale,651,3.8019418886205973,creditors,2038,0.20171354988563481,rate
1208,0.0041387242031060752,important,285,3.7905023406198017,balance,1484,0.20142260915869337,loss
553,0.0040874051606501604,completely,1384,3.7771740242443901,letter,1658,0.20050555311347973,neighborhood
2223,0.0040460960291495368,sales,1642,3.7657365669956686,nearly,1342,0.20018292574109073,larger
2691,0.0040376170883977599,won,814,3.7259031536245906,economic,1286,0.20003679388043341,investors
1458,0.0039979377728172035,loans,729,3.7143444583083878,deposits,729,0.19856691646282096,deposits
2388,0.0039586123351411035,standards,2670,3.7086083230472191,ways,2548,0.19784571358209471,traditional
1509,0.0039583753589289127, main  purpose ,1676,3.6791516196413547,notes,64,0.19767797711953386,30
1190,0.0038750769719297419,houses,2262,3.6716993202307782,seeks,2311,0.19564648245775612,short
2171,0.0038628151624237905,responsible,2254,3.6425690681582155,secured,1621,0.19553957639368202, mortgage  loans 
1341,0.0038468193886097069,large,1027,3.6302433961834084,foreclosure,2655,0.19511888743197831,waiting
1459,0.003808147741360264, loans  available ,1355,3.6095357167763855,learn,2672,0.19425712605343914, wealth  management 
682,0.0037952534971379777,debt,399,3.5661560867633155,canceled,278,0.19420610816188347,awesome
1219,0.0037874079564348901,includes,2509,3.5581288788720697,thanks,538,0.1939338960357738,community
285,0.0037743589051338843,balance,1700,3.5527025198637605,offers,1912,0.19325112417668963,principal
2114,0.0037638895106531399,remain,634,3.5338080903178062,create,1953,0.19303053002599446,project
2285,0.0037426371999276335,separate,1162,3.491357570585826,holder,634,0.19284721575234515,create
2640,0.0037255338321281529,vehicle,2548,3.4892523052805391,traditional,1309,0.19277162667600606,joint
305,0.0037155692624439157,begin,1544,3.4572677395262441,manufacturer,179,0.19222368126437595,amortization
1746,0.0035797021781639854,overall,1847,3.4195833994891585,plan,134,0.191011087914669,additional
2246,0.0035763446641494819,search,2000,3.3844459629288428, purchase  orders ,1425,0.18986366994263978,loan
2572,0.003499176926404697,type,2293,3.3632088815089789,set,1392,0.18730867814893354,licensed
1858,0.0034821761306426243,point,764,3.3231195755493279,disbursement,1089,0.18633865242780329, good  deal 
1701,0.0034495836751358084,office,322,3.3151805945982251,bid,2462,0.18596798396443315,sure
1508,0.0033631846913472056,main,1028,3.3124777867748589,foreclosures,170,0.185515350581652,alliance
1902,0.0033551981854969886,price,1664,3.2810553648909142, new  loan ,171,0.185515350581652, alliance  wealth 
2608,0.0033300985967472706,use,1931,3.2802995785764102,processes,440,0.185515350581652, certified  financial 
1263,0.0033201945427465572,institutions,754,3.2738173072475978,differences,512,0.185515350581652,commentsjune
1087,0.0032424924297891678,good,704,3.2566881633902316,defaulted,517,0.185515350581652,commentsmay
1542,0.0032174369106714442,managing,1799,3.2494458070761612, payment  terms ,520,0.185515350581652,commentsnovember
726,0.0031203779553617998,deposit,1169,3.2062892167058372, home  loans ,999,0.185515350581652, financial  planner 
1367,0.0030542143112903975,left,1618,3.1901672957943603, mortgage  lender ,1539,0.185515350581652, management  llc 
1929,0.0030486826562074851,process,1930,3.1561148937441081,processed,1849,0.185515350581652,planner
1062,0.0030476413154799996,future,336,3.1553702305745492,books,1677,0.1853312942246465,notice
2175,0.0030200216776510766,result,994,3.1527754264315671, financial  cents ,1221,0.18458974532613287,income
1762,0.0030013956399300235,paid,1090,3.1527754264315671, good  financial ,674,0.18436065826214437,deal
1910,0.0029954747992309585,primary,262,3.1503414969689443,auction,1149,0.1834771348327742,high
2577,0.0029712995667140977,types,2650,3.1395641947853461,visit,1486,0.1830090967605251,lost
2442,0.0029582584303343932,successful,1157,3.1288747803696357,highly,835,0.18236887276272082, email  address 
2234,0.0029063070953833075,say,1854,3.1286435704766569,plants,19,0.18188979502222016,14
219,0.0028959265630566127,areas,1085,3.0779658284868177,going,197,0.18107600660601325,applied
2620,0.0028761506722668828,utilized,2671,3.0721107858230936,wealth,2650,0.18097119801496084,visit
880,0.002850803956046232,estate,1191,3.0596338142579356,housing,1282,0.18069555494884065,investing
1516,0.002846084573647678,make,2497,3.0177406036175212,tenants,2384,0.18040117501052749,staff
1525,0.0028097779923703424, make  use ,2329,3.0144232303542124,similar,1417,0.18029247634699316,live
1482,0.0027861584467602702,losing,2409,3.0116515946527964,stop,1422,0.1798952050139806,llc
1375,0.0026887106670236685, lender  borrower ,1454,3.0028398947317969, loan  used ,1028,0.17892097613657099,foreclosures
2038,0.0025826320688720743,rate,2379,2.9999974754833194,spread,550,0.1782012268771791,complete
2181,0.0025786021096697938,retain,129,2.9976787149538544,ad,2662,0.17751646470314789,warranty
1751,0.0025621179629326495,owned,1875,2.9605446247423077,possibility,1929,0.17674003705839336,process
1739,0.0025295146989468545, original  owner ,1058,2.954180039646884,funding,364,0.17653778343491797,buildings
2086,0.0025155238552034736,refers,2695,2.9527818263207912,words,2171,0.17600362618205101,responsible
1447,0.0024797704216328641, loan  payments ,1382,2.9319067311269182,let,2325,0.17567242780990114,significant
1649,0.0024344308947708286,needed,1341,2.9234049362251988,large,69,0.17559713274683195,35
1944,0.0024294050197794402, products  services ,834,2.9198730162067315,email,1169,0.1749722932315719, home  loans 
2335,0.002421717051966157,sit,2616,2.9182854984575046,using,703,0.17348327398429761,default
165,0.0024059413022829773,agreement,1002,2.9045713535649216,finding,2544,0.17325298453724913,tracking
985,0.0023613297283628094,finally,1929,2.9044624829139623,process,1341,0.1731709711170783,large
2565,0.0023294103318028999,try,1245,2.8745859353979619,information,198,0.17291268750907982,applies
373,0.0023044915744929008,businesses,1309,2.8714076542902114,joint,914,0.17178153602167501,expenses
1074,0.0022460990128469341,getting,847,2.8637732913601384,end,439,0.17137541490779223,certified
697,0.002229152906868803,deduct,2424,2.8216008927653089,student,1542,0.17079882193215293,managing
2201,0.0021301083423414333,risk,674,2.8190813543200992,deal,363,0.1706684109229944,building
175,0.0021068042362191695,allows,1939,2.8081729881576618,product,814,0.16953674844256736,economic
690,0.0020992861484791683,decides,603,2.7931481818684909,control,487,0.16777861800142305,close
964,0.0020882986900175858,federal,1673,2.7804211605204365,normally,1762,0.1676597563097692,paid
1478,0.0020628457999513771,looking,360,2.7668384851937198,budget,47,0.1672685938723836,2014
504,0.0020489245440586581,come,2502,2.7643654210814281, term  loans ,2602,0.16653539315290489, unsecured  loan 
435,0.0019855042455877705,certain,1400,2.7538709177602336,likely,1085,0.16525247531361423,going
1700,0.0018846229910066293,offers,2507,2.7532905548303948,texas,1213,0.16430189743821266,improvement
2512,0.001820461748269258,think,1463,2.7367557661648663, loans  people ,239,0.16340330955044824,asset
368,0.0018180979511232844,business,694,2.7311175583339606,decline,495,0.16292754341962587, collateral  loan 
1387,0.0017969990456200991,levels,401,2.7212014074144615,capital,1878,0.16179079360606713,post
1697,0.0017866161354812738,offer,134,2.6899784155749864,additional,1382,0.16158933327042382,let
2320,0.0017719119588146502,sign,1486,2.6820490591279649,lost,383,0.16118592449627037,buying
2215,0.0017056699956393244,safe,82,2.6800001258857491,60,552,0.16110237794198817,completed
1268,0.0016902243482677733,intend,686,2.6765298612745707,debtor,1699,0.16030862819739877,offering
2003,0.0016835821869198961,purchased,979,2.6607356710559644,figures,218,0.16018468425810342,area
2291,0.001665315087711013,services,207,2.658320912776106,approached,2588,0.15970870482530905,underwriting
2239,0.0016123638046654583,scheduled,245,2.6181013419531154, associated  loan ,1857,0.15936411174071896,pm
2014,0.001568308693204171, purchasing  process ,43,2.5923047793118266,2012,329,0.15874998040358546,bit
1893,0.0014872452973767509,preparing,705,2.5859264668975053,defaults,1195,0.15873074930297637,husband
1293,0.0014768708405459503,irs,289,2.5845992344493518, bank  account ,1026,0.15853914767480728,foreclosed
412,0.001472060338545429,careful,982,2.571742731048964,files,2452,0.15779610596401294,sum
1045,0.0014528481767809194,free,2421,2.5714438114558842,structures,229,0.15695827454980477,article
231,0.0014525690796987644,ask,1754,2.5653463963158565,owners,1743,0.15611787776916186,outsource
417,0.0014192722013006626,case,426,2.5589672394019316,caused,1808,0.15546993051962771,penalty
1123,0.0013952728728705568,hand,2271,2.5564001830456031, sell  loans ,415,0.15522274616473655,carry
654,0.0013181418134266963,critical,2370,2.5553333275236687,specific,1487,0.1551721988527992,lot
780,0.0012645485683329676,documentation,552,2.5494158119158925,completed,680,0.15511415300990664,debit
2332,0.0012464287039773115,simply,706,2.5427762403336964, defaults  loan ,1875,0.15471390791441925,possibility
2596,0.001215746924592147, united  states ,1367,2.5408507981695965,left,982,0.15286332323953436,files
2324,0.0011856797905002111,signer,2136,2.5331851158558991,reply,2283,0.15267643623898494,sent
977,0.0011782590682271358,figure,1983,2.5260216476726729,protection,2103,0.15152134336788348,related
2597,0.0011744134540010152,university,219,2.5169021633904949,areas,1881,0.15150789084584873,potential
1862,0.0011687145298234015,policy,971,2.5156795098676663,fees,2116,0.15135943230877977,remaining
1475,0.0011625730913900204,longer,629,2.5149026571250963,courthouse,2089,0.15074162390584872,refinancing
642,0.0010800759480972953, credit  cards ,542,2.5053626564089524,company,705,0.14943652692346757,defaults
1439,0.0010771305755112402, loan  does ,2698,2.5053466750682065,workers,1011,0.14913747088134274, fixed  rate 
1529,0.0010744511100461104,making,365,2.4686579574734742,built,650,0.14778030501479827,creditor
2186,0.00098903689899926305,return,1658,2.4676115029269328,neighborhood,1378,0.14729916382729202,lending
1664,0.00094568841099245684, new  loan ,2706,2.4497155909360715,write,1733,0.14673559297961927,orders
125,0.00090084868201357245,activity,1825,2.4428192416067627,person,2603,0.14619173881488706, unsecured  loans 
1645,0.00089663132583739434,need,1304,2.4341313225120422,jobs,273,0.14576846993892395,average
1812,0.00088110130754664073,perceived,1146,2.4226857149329892,helping,2508,0.1457299889285007,thank
340,0.00087680625381781046,borrower,1888,2.4219337649737653,prefer,61,0.14560573904905838,28
2168,0.00084890731165875272,response,269,2.4195898478957614,automated,528,0.14531627994008803,commitment
55,0.00084184064793303823,25,949,2.4118951633694334,falls,2605,0.1450249094487677,urban
1203,0.00080294002283171832,imagine,755,2.4117667301551484,different,365,0.1443387230350506,built
2044,0.0007849395565347301,read,232,2.4067380654669885,asked,589,0.14404371163902435,contact
2282,0.0007804024838787857,sense,829,2.4013293537111897,electronic,2119,0.14382970810016496,remodeling
381,0.00077482300043018898,buyers,2611,2.3635826282146639, used  collateral ,2365,0.14368077621138353,sources
369,0.00076336439840052057, business  administration ,1725,2.350607717603217,opinions,2244,0.14321526830433154,scores
720,0.00074012150980762499,departments,383,2.3493715363562866,buying,2320,0.14308074462660506,sign
464,0.00070290046826410643,choosing,589,2.3467632628178614,contact,2177,0.14264151346964937,results
617,0.00068761490281369513,cost,273,2.3320051725880586,average,1827,0.142499710974097, personal  finance 
823,0.00062640043551955298,effects,258,2.3313419063859779,attention,891,0.14224683834392995,events
2650,0.00059716308837731225,visit,64,2.32429982793303,30,2123,0.1416971005889637,rental
1272,0.00057908657889006558,interested,408,2.3148791375842297,card,1357,0.14132594559942843, learn  personal 
457,0.00057077745053182079,checks,852,2.3061935981621131,enhance,53,0.14128660038364196,24
863,0.00049740572248263256,entity,2534,2.3057339886684183,told,829,0.14089346364957303,electronic
1425,0.00046294312686480453,loan,333,2.3052029186241252,bonds,2691,0.14074461578234262,won
1484,0.00045234433114187253,loss,1286,2.3010859377195625,investors,320,0.14058038819136165,better
1280,0.00043106635842166959,invest,1609,2.300337674524342,monthly,2670,0.14037962552655275,ways
2705,0.00042025356536022152,wouldn,1303,2.2905716148582718,job,1618,0.14031656245956145, mortgage  lender 
1843,0.00038925670545142995,place,2350,2.2786184801384737,software,1405,0.14027117267421521,limits
93,0.00030853061619549182,ability,1759,2.2653727662617569,package,1642,0.14006553462817936,nearly
542,0.00027800273079165816,company,1455,2.2619231228919991, loan  usually ,764,0.13946565886459367,disbursement
1989,0.00013202430411970924,providing,1432,2.2588483518016425, loan  balance ,679,0.13918208907870691,death
1248,6.9236201603456693e-05,informed,753,2.2525624580938906,difference,129,0.13866878564627261,ad
691,6.8146421558869973e-05,deciding,2420,2.2317005089653104,structured,863,0.13846747890278252,entity
1473,4.6022529149005917e-05,long,2594,2.2315882494973556,unit,332,0.13817513882895063,bond
589,3.5647852698155919e-05,contact,1953,2.2269890829068837,project,2272,0.13815889113911042, sell  property 
2170,3.3242292126034311e-05,responsibility,213,2.2194856400097875,approve,1384,0.13794461660004226,letter
843,3.0883976707404227e-05,employer,19,2.2135676783415188,14,755,0.13755858023846404,different
692,2.6332332077961054e-05,decision,1138,2.2088803669658068,health,1546,0.13648765844762514,manufacturing
288,3.0231981246150163e-06,bank,2116,2.1924982706091836,remaining,1454,0.13644185374811427, loan  used 
0,0.0,00,1747,2.1895888796616685,owe,49,0.13578338726662109,22
1,0.0,000,1195,2.1870086382734986,husband,646,0.13576266418923003, credit  score 
2,0.0, 000  00 ,1034,2.1867470734832883,format,612,0.13562157610009934,corporate
3,0.0, 000  awesome ,2244,2.1829153276832862,scores,2712,0.13519322094823186,years
4,0.0, 000  credit ,2251,2.1703134276471454,sector,2628,0.1350775484049187,values
5,0.0, 000  dollars ,1546,2.1588062504452332,manufacturing,2424,0.13485210219387103,student
6,0.0, 000  year ,2306,2.158788739016853,sharing,2044,0.13457258594542137,read
7,0.0,10,2123,2.1578030348791444,rental,1624,0.1337344775692445, mortgage  payment 
8,0.0, 10  000 ,2195,2.1566989331981712,reviews,2025,0.13353873733623461,qualifying
9,0.0,100,1970,2.1514529099858488, property  owners ,2350,0.13327071181416916,software
10,0.0, 100  000 ,1878,2.1479334494071791,post,754,0.13325227957882232,differences
11,0.0,11,743,2.1477045827006531,develop,1146,0.13243181662392117,helping
12,0.0,115,2552,2.1451590987387972,transactions,405,0.13223828280381084, car  loans 
13,0.0, 115  washington ,1682,2.1341089492983296, number  different ,360,0.13085943321034299,budget
15,0.0, 12  2012 ,58,2.1338676746941738,27,37,0.13064036674254911,2008
16,0.0, 12  commentsover ,2565,2.1329446576188653,try,284,0.13059558074830188, bad  credit 
17,0.0,120,1010,2.1238776645959705,fixed,657,0.13041721781539206, current  home 
18,0.0,13,2365,2.1235240237508064,sources,399,0.1303130905160918,canceled
19,0.0,14,1866,2.1121474630812611, poor  credit ,995,0.13025932195612108, financial  institution 
20,0.0, 14  54 ,1386,2.0939328413426899,level,651,0.12893754007807598,creditors
21,0.0,15,1809,2.0835100752241491,pension,1105,0.1288016551903122,grants
22,0.0,150,1404,2.0780561227895302,limited,1747,0.128660688531785,owe
23,0.0,16,268,2.0674115187890161, auto  loans ,2219,0.12793370744106075,sale
24,0.0, 16  commentsjanuary ,2185,2.0655343729203408,retirement,98,0.12745505536420992,accept
26,0.0, 17  commentsmay ,1806,2.0637692946750721,pays,1444,0.1264449622927597, loan  paid 
27,0.0,18,1444,2.0523923987308303, loan  paid ,1511,0.12621011702665583,maintained
28,0.0, 18  19 ,657,2.0470728814889672, current  home ,2329,0.12611768050279101,similar
29,0.0,19,2709,2.0423507458396566,wrong,1465,0.12582067989415072, loans  type 
30,0.0, 19  commentsdecember ,868,2.0240882208838751,equity,1676,0.12537999121327342,notes
31,0.0,20,1722,2.0186463086158444,operational,2200,0.12480995981048991,rise
32,0.0,200,2078,2.0071940748698962,reduce,260,0.12454288603175692,attract
33,0.0, 200  000 ,2654,2.0012184024621327,wait,1681,0.12411705773891799,number
34,0.0,2004,1218,1.9883621941588916,included,1915,0.12364999007419457,principle
35,0.0,2006,284,1.9756136892145739, bad  credit ,990,0.12361428071189734,finances
36,0.0,2007,1094,1.9711433848558739,got,31,0.12360320674527953,20
37,0.0,2008,1512,1.9537275941422194,maintaining,401,0.12320478816037518,capital
38,0.0, 2008  good ,1587,1.9428023512974568,million,334,0.1230987558581904,book
39,0.0,2009,611,1.9355041257454231,core,1888,0.12293326994955379,prefer
40,0.0,2010,2415,1.9260572015580308,strategy,41,0.12292451423444874,2011
41,0.0,2011,1434,1.9117820540796211, loan  borrower ,1255,0.12276384231733831,inspection
42,0.0, 2011  25 ,276,1.9051287248228728,aware,838,0.12259241991187864,emergency
43,0.0,2012,1011,1.9023361238721752, fixed  rate ,2496,0.12257434578126068,tenant
44,0.0, 2012  16 ,1259,1.8990418501223234,instance,136,0.12222104111217995,address
45,0.0, 2012  24 ,2283,1.8973273918123172,sent,1664,0.12194744154069062, new  loan 
46,0.0, 2012  27 ,1883,1.8963245213986208,potentially,1494,0.12190569651398532,lower
47,0.0,2014,1951,1.8727067816196392,program,1860,0.12172992585533873,policies
48,0.0, 2014  45 ,1865,1.8639181633976136,poor,1272,0.12158058202135004,interested
49,0.0,22,2176,1.8603002279373366,resulting,1420,0.12153815930880908,living
50,0.0, 22  2014 ,2378,1.8589318998376789,spouse,603,0.12144499908179363,control
51,0.0,23,763,1.8547803289807527,disbursed,1700,0.12124660403785763,offers
52,0.0, 23  2012 ,1213,1.8547800148949083,improvement,1050,0.12091059003181748,friendly
53,0.0,24,1433,1.8498617263130046, loan  bank ,1859,0.12047439327067588,points
54,0.0, 24  commentsnovember ,162,1.8347125164512181,agents,2507,0.12017203885758686,texas
56,0.0, 25  commentsmarch ,2231,1.8345262811123813,saving,51,0.11981484050742405,23
57,0.0,26,598,1.8343338672946481,contract,2195,0.11981193307019061,reviews
58,0.0,27,244,1.8297504317253395,associated,1469,0.11973877572287693,location
59,0.0, 27  17 ,2605,1.8267347410885335,urban,449,0.11971474236009817,charged
60,0.0, 27  commentsnovember ,61,1.8248920199323311,28,635,0.11964376227758,created
61,0.0,28,835,1.8088593960868273, email  address ,2704,0.11963180935684835,worth
62,0.0, 28  35 ,2672,1.8087328441482415, wealth  management ,25,0.11916635897528496,17
63,0.0,29,2006,1.8080986977203062,purchases,1611,0.11901910907121874, monthly  payment 
65,0.0, 30  2011 ,841,1.8043697352536876,employee,2136,0.11892476421800743,reply
66,0.0, 30  days ,2648,1.7971929309229207,view,1478,0.11886106193789527,looking
67,0.0, 30  years ,278,1.7934626070625057,awesome,731,0.11876019859712425,design
68,0.0,300,813,1.7907087097413537,easy,808,0.11843264747837809,earning
69,0.0,35,867,1.7901812100000563,equipment,2525,0.1181231346159753,timely
70,0.0, 35  000 ,197,1.7863065184011182,applied,624,0.1178596983457328,country
71,0.0, 35  commentsjune ,1013,1.7788012792992525,floor,629,0.11780256811910136,courthouse
72,0.0,40,1050,1.7780153041723816,friendly,979,0.11769698006637297,figures
73,0.0,45,1859,1.762803418107074,points,1856,0.11692402258193856,plus
74,0.0, 45  commentsjune ,1827,1.7534093910638973, personal  finance ,812,0.11687017242263864,easily
75,0.0,457,299,1.7517839011759067,based,2497,0.1167519113659322,tenants
76,0.0, 457  6525 ,1357,1.7505803337843173, learn  personal ,725,0.11651846343207516,depends
77,0.0,50,2331,1.7493266716482794,simple,841,0.11620349436733352,employee
78,0.0, 50  000 ,246,1.7433491579503753,association,1608,0.1158035433099152,month
79,0.0,500,144,1.7410839337710544,advanced,949,0.11563967806322586,falls
80,0.0,54,1480,1.7321844636127284,looks,694,0.11423128971559331,decline
81,0.0, 54  commentsmay ,2212,1.7229256083595097,rules,2241,0.11411984988136495,school
82,0.0,60,170,1.6999287081785264,alliance,2419,0.11390746797524839,structure
83,0.0,600,171,1.6999287081785264, alliance  wealth ,207,0.11385297916871324,approached
84,0.0,62901,440,1.6999287081785264, certified  financial ,952,0.11353687282392888,family
85,0.0, 62901  855 ,512,1.6999287081785264,commentsjune,1020,0.11333907202788911,following
86,0.0,6525,517,1.6999287081785264,commentsmay,2617,0.11298971396381211,usually
